ORF	rpf	mRNA	reliable
YOR220W	55.155	133.9326	1
YOR221C	40.4773	40.6084	1
YOR222W	9.7972	215.4124	1
YOR223W	14.9784	38.4179	1
YOR224C	272.2786	482.8252	1
YOR226C	163.9034	132.9508	1
YOR227W	5.7289	12.7344	1
YOR228C	6.5636	27.6997	1
YOR229W	13.4916	43.872	1
YOR230W	274.9682	137.8779	1
YOR231W	11.3275	42.4385	1
YOR232W	420.1547	436.5894	1
YOR233W	11.5739	74.7797	1
YOR234C	3676.442	5376.0583	1
YOR236W	55.9096	67.1762	1
YOR237W	1.262	25.1299	1
YOR238W	20.7541	74.2807	1
YOR239W	154.5851	87.7132	1
YOR241W	48.0144	162.1373	1
YOR242C	0.5533	5.9115	0
YOR243C	74.3409	131.3153	1
YOR244W	16.0026	125.6937	1
YOR245C	20.7988	71.901	1
YOR246C	26.939	334.9289	1
YOR247W	477.9642	214.1502	1
YOR249C	4.5041	53.8598	1
YOR250C	15.0793	25.8561	1
YOR251C	77.1234	132.3505	1
YOR252W	109.4054	92.891	1
YOR253W	117.9869	347.9415	1
YOR254C	108.6773	272.2869	1
YOR255W	0	2.1483	0
YOR256C	13.8193	42.3274	1
YOR257W	70.5599	108.7548	1
YOR258W	9.115	79.6818	1
YOR259C	151.8201	320.6499	1
YOR260W	54.5406	79.8098	1
YOR261C	189.5949	429.2407	1
YOR262W	20.6975	120.8148	1
YOR264W	54.134	71.4488	1
YOR265W	187.0365	129.5884	1
YOR266W	8.254	57.5353	1
YOR269W	4.2985	21.9533	1
YOR270C	165.9295	355.8911	1
YOR271C	118.9862	99.5272	1
YOR272W	82.9214	199.55	1
YOR273C	7.9063	45.6728	1
YOR274W	14.2363	84.6771	1
YOR275C	8.7121	28.1067	1
YOR276W	850.9439	871.6801	1
YOR278W	16.8924	73.353	1
YOR279C	17.8622	95.9597	1
YOR280C	44.9349	75.8194	1
YOR281C	80.9935	166.6234	1
YOR283W	89.2983	234.8525	1
YOR284W	11.5173	34.3793	1
YOR285W	262.864	355.4609	1
YOR286W	150.0786	138.2415	1
YOR287C	46.2497	111.9758	1
YOR288C	31.1753	46.9879	1
YOR289W	4.3522	22.1938	0
YOR290C	15.6031	9.2813	1
YOR291W	7.3222	19.5245	1
YOR292C	10.8403	90.6816	1
YOR293CA	1.3565	11.8583	0
YOR293W	4906.0179	6064.7459	1
YOR294W	195.4411	266.8132	1
YOR295W	15.262	107.8393	1
YOR296W	3.6211	14.586	1
YOR297C	46.4897	75.1455	1
YOR298CA	1385.6848	1206.0108	1
YOR298W	0.429	22.9161	1
YOR299W	11.5825	43.7511	1
YOR301W	19.8317	24.3079	1
YOR302W	141.7536	120.1638	0
YOR303W	21.4848	140.094	1
YOR304CA	27.4326	84.235	1
YOR304W	16.7278	35.2933	1
YOR305W	18.8981	172.3279	1
YOR306C	7.4953	155.5692	1
YOR307C	18.2908	73.267	1
YOR308C	24.635	21.4335	1
YOR310C	461.4406	352.8868	1
YOR311C	46.4215	112.3818	1
YOR313C	2.2258	47.7589	1
YOR315W	67.4111	177.4231	1
YOR316C	18.8719	59.2335	1
YOR316CA	1.9452	6.6128	0
YOR317W	108.3339	165.6415	1
YOR319W	14.4075	109.466	1
YOR320C	25.3897	115.7193	1
YOR321W	20.4912	26.6264	1
YOR322C	11.3197	32.4965	1
YOR323C	268.0581	148.6367	1
YOR324C	6.4896	20.2374	1
YOR326W	55.7015	59.1032	1
YOR327C	252.7264	177.9569	1
YOR328W	0.2195	14.3692	1
YOR329C	15.3401	22.2356	1
YOR330C	7.7724	24.5091	1
YOR332W	1210.4701	415.0544	1
YOR334W	6.5572	42.7438	1
YOR335C	399.4829	144.5527	1
YOR336W	12.0695	13.4818	1
YOR337W	8.1318	27.645	1
YOR338W	0.9424	27.0936	1
YOR339C	0	17.7832	0
YOR340C	151.861	118.7784	1
YOR341W	100.1845	72.342	1
YOR342C	33.0071	105.9657	1
YOR344C	81.0188	84.6256	1
YOR346W	10.7273	46.2793	1
YOR347C	6.363	10.7829	1
YOR348C	0.1093	1.4867	0
YOR349W	3.5188	7.8216	1
YOR350C	5.2736	25.7121	1
YOR351C	0	0.5355	0
YOR352W	15.7532	27.5036	1
YOR353C	12.1388	48.7629	1
YOR354C	17.3391	69.0995	1
YOR355W	63.7854	67.82	1
YOR356W	29.4398	51.1762	1
YOR357C	74.748	205.5756	1
YOR358W	12.6928	38.9039	1
YOR359W	21.2213	48.0961	1
YOR360C	25.7897	251.0055	1
YOR361C	269.2835	298.8381	1
YOR362C	145.4461	330.0241	1
YOR363C	3.0311	16.3939	1
YOR365C	0.1951	3.221	0
YOR367W	74.9771	77.792	1
YOR368W	14.1668	50.0683	1
YOR369C	6011.7292	14942.9509	1
YOR370C	40.4645	136.9011	1
YOR371C	6.5772	10.5485	1
YOR374W	71.281	28.3357	1
YOR375C	295.7811	384.1374	1
YOR376WA	0	26.6186	0
YOR377W	22.9677	64.7718	1
YOR378W	1.9954	4.7807	0
YOR380W	1.7569	14.993	1
YOR381W	0.4822	29.507	1
YOR381WA	0	4.7123	0
YOR382W	146.6416	46.1836	1
YOR383C	118.6327	53.8822	1
YOR384W	0.3952	3.9344	0
YOR385W	18.8514	100.2509	1
YOR386W	6.792	15.315	1
YOR387C	0	2.2503	0
YOR394CA	0	1.1781	0
YPL001W	27.4428	143.0522	1
YPL002C	15.2297	110.3777	1
YPL003W	5.9292	70.1172	1
YPL004C	240.8858	153.3218	1
YPL005W	3.1669	34.0563	1
YPL006W	12.905	15.7825	1
YPL007C	9.3245	71.3239	1
YPL008W	3.4258	36.1389	1
YPL010W	293.7804	615.8745	1
YPL011C	13.1774	90.7252	1
YPL012W	60.4756	97.2863	1
YPL013C	111.4979	220.9534	1
YPL014W	13.4704	12.2118	1
YPL015C	15.9048	29.222	1
YPL017C	0.4118	1.4667	0
YPL018W	11.3106	57.0922	1
YPL019C	295.3978	594.755	1
YPL020C	14.3492	25.3022	1
YPL022W	3.6808	39.994	1
YPL023C	26.0864	61.7238	1
YPL024W	5.9477	74.002	1
YPL026C	12.1447	36.0518	1
YPL027W	0	0.8119	0
YPL028W	366.975	512.9595	1
YPL029W	6.5131	47.2666	1
YPL030W	27.9186	43.6703	1
YPL031C	45.3108	80.4649	1
YPL032C	41.9025	21.6424	1
YPL033C	0	2.1255	0
YPL034W	2.0619	110.5507	1
YPL037C	2292.7476	1913.9536	1
YPL038W	35.775	123.3024	1
YPL039W	5.8416	56.5304	1
YPL040C	4.7935	12.1055	1
YPL041C	13.1749	27.1936	0
YPL042C	10.0007	79.0299	1
YPL043W	100.291	107.2336	1
YPL045W	7.7352	37.9843	1
YPL046C	36.8679	122.0206	1
YPL047W	28.675	171.7573	1
YPL048W	393.8997	107.827	1
YPL049C	53.6298	66.8067	1
YPL050C	58.9106	324.1393	1
YPL051W	23.0627	95.9572	1
YPL052W	16.7437	163.564	1
YPL053C	65.7096	193.5624	1
YPL054W	2.0437	0.4411	0
YPL055C	33.7809	26.8098	1
YPL056C	0	5.2019	0
YPL057C	26.8706	27.8399	1
YPL058C	10.95	15.7553	1
YPL059W	182.1696	195.4312	1
YPL060W	5.8011	35.579	1
YPL061W	1443.1721	356.3662	1
YPL063W	134.1007	72.5343	1
YPL064C	19.0746	151.9693	1
YPL065W	21.1546	29.5889	1
YPL066W	4.4326	32.2215	1
YPL067C	17.2109	30.0911	1
YPL068C	16.0938	21.0694	1
YPL069C	12.4529	69.5998	1
YPL070W	12.9917	25.0205	1
YPL071C	22.6675	72.8265	1
YPL072W	3.981	26.5342	1
YPL074W	11.4599	87.0176	1
YPL075W	6.4296	29.6004	1
YPL076W	10.0043	22.5159	1
YPL077C	16.2106	48.618	1
YPL078C	179.8891	311.9585	1
YPL082C	11.7327	25.7218	1
YPL084W	29.2579	24.3927	1
YPL085W	40.4552	7.5672	1
YPL086C	63.603	154.2676	1
YPL087W	21.5677	147.6909	1
YPL088W	3.1998	106.8382	1
YPL089C	12.3732	21.1799	1
YPL091W	130.1786	179.0612	1
YPL092W	28.2591	137.6786	1
YPL093W	95.1469	176.2938	1
YPL094C	105.7114	293.9921	1
YPL095C	6.9079	75.2665	1
YPL096CA	25.6501	35.455	0
YPL096W	16.2085	90.9833	1
YPL097W	8.6317	70.7244	1
YPL098C	137.2582	75.6846	1
YPL099C	32.93	134.4846	1
YPL100W	16.158	72.9729	1
YPL101W	33.1881	91.0199	1
YPL103C	8.4875	37.0981	1
YPL104W	7.7099	21.1506	1
YPL105C	29.0859	68.9812	1
YPL106C	1235.4401	297.3343	1
YPL107W	18.9945	51.071	1
YPL108W	23.4948	92.464	1
YPL109C	3.2661	7.8799	0
YPL110C	11.2241	21.9134	1
YPL111W	108.2276	72.21	1
YPL112C	39.4309	97.3526	1
YPL113C	5.0121	17.1231	1
YPL115C	17.2786	15.3647	1
YPL116W	14.9525	23.0276	1
YPL117C	213.7796	471.2984	1
YPL118W	57.462	113.9451	1
YPL119C	4.9991	2.8055	0
YPL119CA	0	6.0232	0
YPL120W	12.4254	23.5404	1
YPL122C	13.3541	45.1393	1
YPL123C	11.6739	39.3804	1
YPL124W	21.3204	67.1072	1
YPL125W	18.7503	51.4084	1
YPL126W	54.0542	97.1246	1
YPL127C	190.0414	61.7016	1
YPL128C	16.095	11.9619	1
YPL129W	164.5476	207.5252	1
YPL130W	0.6118	12.1828	0
YPL131W	4992.4411	1699.6384	1
YPL132W	14.5812	116.6231	1
YPL133C	8.9046	71.5793	1
YPL134C	7.0567	39.412	1
YPL135W	167.4239	414.9657	1
YPL137C	14.9005	19.4891	1
YPL138C	15.5028	72.0908	1
YPL139C	27.6901	41.9344	1
YPL140C	8.9352	44.3152	1
YPL141C	7.6131	11.8623	1
YPL143W	6189.6401	6602.4859	1
YPL144W	42.7069	128.9062	1
YPL145C	142.6114	221.8786	1
YPL146C	136.6553	173.9598	1
YPL147W	0.7885	22.6695	1
YPL148C	3.9349	63.8275	1
YPL149W	6.0438	153.9867	1
YPL150W	4.6445	51.4734	1
YPL151C	9.4135	64.2997	1
YPL152W	23.3131	34.3378	1
YPL152WA	12.2487	1.9829	0
YPL153C	7.1013	18.5829	1
YPL154C	242.8613	121.1488	1
YPL155C	11.4602	25.5648	1
YPL156C	15.3979	28.9777	1
YPL157W	22.355	125.8558	1
YPL158C	27.5037	34.2723	1
YPL159C	31.8456	42.7284	1
YPL160W	340.8539	167.8624	1
YPL161C	10.396	75.9439	1
YPL162C	13.5123	39.3741	1
YPL163C	157.3325	72.2003	1
YPL164C	1.3426	15.0903	1
YPL165C	0.3669	3.2072	0
YPL166W	14.7276	23.9457	0
YPL167C	0.4565	13.7003	1
YPL168W	9.7123	57.9941	1
YPL169C	52.7482	49.7904	1
YPL170W	55.013	130.3295	1
YPL171C	0.3422	4.6536	0
YPL172C	10.6725	43.9132	1
YPL173W	40.501	69.0674	1
YPL174C	1.1854	21.954	1
YPL175W	6.4529	44.3227	1
YPL176C	18.3063	47.8137	1
YPL177C	79.5261	125.6317	1
YPL178W	116.0417	301.5239	1
YPL179W	31.4523	47.5224	1
YPL180W	15.7945	16.5088	1
YPL181W	32.7625	106.1197	1
YPL183C	27.907	97.3732	1
YPL183WA	108.1756	93.0846	1
YPL184C	56.4466	44.0579	1
YPL186C	0.8994	13.7592	0
YPL187W	0	1.2016	0
YPL188W	39.0218	66.9718	1
YPL189CA	94.7079	215.6049	1
YPL189W	0.4502	6.3405	0
YPL191C	11.9721	38.0242	1
YPL192C	1.0207	4.9573	0
YPL193W	22.9895	55.9997	1
YPL194W	5.2639	9.4643	1
YPL195W	34.1559	70.285	1
YPL196W	23.2711	118.1222	1
YPL199C	155.8489	164.9145	1
YPL201C	0	6.7816	0
YPL202C	32.0882	130.9047	1
YPL203W	22.8697	29.0352	1
YPL204W	51.9974	80.2708	1
YPL206C	76.2551	124.9637	1
YPL207W	29.2134	114.7355	1
YPL208W	17.2802	77.9854	1
YPL209C	12.1177	30.7834	1
YPL210C	73.6918	226.2825	1
YPL211W	316.8056	649.06	1
YPL212C	65.4962	134.4533	1
YPL213W	20.3606	121.1666	1
YPL214C	6.0904	46.7098	1
YPL215W	36.7462	85.8596	1
YPL216W	2.3041	27.5217	1
YPL217C	41.9452	75.5673	1
YPL218W	416.8241	485.1938	1
YPL219W	10.4416	16.3626	1
YPL221W	17.9895	48.4721	1
YPL222W	4.2852	8.4213	1
YPL223C	0.8102	4.3281	0
YPL224C	10.5229	58.9561	1
YPL225W	592.0313	889.2483	1
YPL226W	190.9224	103.7875	1
YPL227C	51.1884	230.7018	1
YPL228W	39.4401	44.9766	1
YPL229W	13.5693	28.6104	1
YPL230W	1.2252	4.9303	0
YPL231W	339.448	81.9331	1
YPL232W	84.1243	177.3847	1
YPL233W	32.8384	102.7434	1
YPL234C	324.423	587.9242	1
YPL235W	93.6421	198.5782	1
YPL236C	6.7664	43.2677	1
YPL237W	520.9818	530.9564	1
YPL239W	126.0978	255.886	1
YPL241C	21.1407	46.1388	1
YPL242C	10.3323	27.9669	1
YPL243W	66.5931	272.1801	1
YPL244C	17.9556	217.3217	1
YPL245W	21.5689	203.9356	1
YPL246C	56.8252	106.3397	1
YPL247C	7.3358	10.9425	1
YPL248C	0.3893	0.9076	0
YPL249C	20.9487	12.2981	1
YPL250C	58.4113	80.4971	1
YPL252C	60.1544	92.2563	1
YPL253C	9.6418	30.0512	1
YPL254W	20.4924	142.3315	1
YPL255W	8.3541	48.3418	1
YPL256C	47.775	40.5431	1
YPL257W	8.4734	38.0656	1
YPL258C	0.2487	14.6158	0
YPL259C	22.9257	44.6763	1
YPL260W	80.8333	64.2613	1
YPL262W	109.7605	70.4841	1
YPL263C	61.1822	185.7486	1
YPL264C	2.9068	19.952	0
YPL265W	99.5424	412.4814	1
YPL266W	92.4509	197.9758	1
YPL267W	59.3766	71.2997	1
YPL268W	3.6312	70.6169	1
YPL269W	3.4063	14.992	1
YPL270W	11.6224	37.6589	1
YPL271W	293.6276	116.389	1
YPL272C	1.3251	12.4849	0
YPL274W	41.4476	24.2686	1
YPR001W	0.4228	11.7727	0
YPR002W	1.9915	13.5407	0
YPR003C	5.8209	25.9728	1
YPR004C	85.8947	114.7176	1
YPR005C	1.6272	4.5157	0
YPR006C	5.9592	17.1332	1
YPR007C	0.1008	3.9173	0
YPR008W	19.0676	36.1777	1
YPR009W	14.0177	59.1659	1
YPR010C	109.9968	109.668	1
YPR010CA	134.7361	115.9997	1
YPR011C	9.8584	56.8425	1
YPR013C	2.5881	15.9213	0
YPR015C	0.8292	4.2954	0
YPR016C	209.8092	212.9931	1
YPR017C	42.2826	110.7501	1
YPR018W	21.3765	32.738	1
YPR019W	20.5893	32.9979	1
YPR020W	158.4694	119.0194	1
YPR021C	6.6168	21.2758	1
YPR022C	9.9944	26.9463	1
YPR023C	39.2575	74.9366	1
YPR024W	47.3698	85.067	1
YPR025C	23.5095	113.161	1
YPR026W	1.7003	7.1015	1
YPR027C	0	2.3956	0
YPR028W	462.1568	382.6509	1
YPR029C	30.0088	51.0892	1
YPR030W	0.3061	1.9623	0
YPR031W	3.9422	33.4827	1
YPR032W	17.8022	11.0331	1
YPR033C	234.7997	287.7934	1
YPR034W	34.6038	70.5697	1
YPR035W	817.3512	1571.1103	1
YPR036W	281.6982	395.3965	1
YPR036WA	2028.8402	2813.5442	1
YPR037C	30.5977	81.0548	1
YPR040W	22.0983	22.5844	1
YPR041W	401.0506	694.3892	1
YPR043W	6516.1392	4189.6808	1
YPR045C	30.6002	80.2507	1
YPR046W	22.9515	145.8192	1
YPR047W	8.1774	33.8989	1
YPR048W	20.4647	95.1137	1
YPR049C	5.4766	20.2593	1
YPR051W	75.8211	202.9032	1
YPR052C	881.3769	418.8809	1
YPR054W	0	1.3706	0
YPR055W	12.2424	23.1566	1
YPR056W	25.2928	163.7168	1
YPR057W	13.4383	101.6951	1
YPR058W	36.2943	104.2458	1
YPR060C	99.2258	377.2283	1
YPR061C	2.952	18.0863	0
YPR062W	307.3435	481.6587	1
YPR063C	199.585	112.9619	1
YPR065W	51.6862	25.6436	1
YPR066W	4.1146	20.2049	0
YPR067W	21.3551	30.3986	1
YPR068C	4.08	40.0546	1
YPR069C	471.3846	365.8834	1
YPR070W	13.4391	55.2721	1
YPR071W	7.4331	53.0504	1
YPR072W	101.6863	82.724	1
YPR073C	192.6666	295.4848	1
YPR074C	451.5949	229.8488	1
YPR075C	29.0752	51.4988	1
YPR078C	1.2875	6.7889	0
YPR079W	14.1888	74.1429	1
YPR081C	5.2129	26.502	1
YPR082C	35.1563	97.8292	1
YPR083W	3.6692	55.1843	1
YPR084W	7.0581	22.9008	1
YPR085C	4.4823	32.1278	1
YPR086W	78.1132	117.0827	1
YPR088C	156.2867	189.4474	1
YPR089W	17.4591	35.7925	1
YPR091C	17.3678	30.9709	1
YPR093C	5.6945	41.4835	1
YPR094W	52.4955	192.901	1
YPR095C	6.2701	18.2165	1
YPR096C	0	3.9398	0
YPR097W	21.2966	57.1499	1
YPR098C	50.118	101.6311	1
YPR100W	116.435	196.5032	1
YPR101W	45.1277	238.0604	1
YPR103W	160.2354	355.9124	1
YPR104C	15.8323	41.507	1
YPR105C	14.022	59.2771	1
YPR106W	15.4563	29.1252	1
YPR107C	36.0581	134.6828	1
YPR108W	149.8526	305.0598	1
YPR109W	9.2982	106.5714	1
YPR110C	213.9445	593.0857	1
YPR111W	7.1686	27.1437	1
YPR112C	75.0193	152.3457	1
YPR113W	148.2066	437.589	1
YPR114W	50.353	64.509	1
YPR115W	4.7523	19.0179	1
YPR116W	11.8385	5.2703	0
YPR117W	0.2759	5.7627	1
YPR118W	94.5995	289.4091	1
YPR119W	37.2476	65.5833	1
YPR120C	45.1723	59.3175	1
YPR121W	0.3594	35.9584	1
YPR122W	7.0452	33.1673	1
YPR124W	137.4018	276.4193	1
YPR125W	41.1771	54.9396	1
YPR127W	10.7059	33.8924	1
YPR128C	34.6077	144.9904	1
YPR129W	132.1008	51.972	1
YPR131C	54.1678	255.6027	1
YPR133C	93.8276	193.7864	1
YPR133WA	603.9284	170.5551	1
YPR134W	11.469	93.5763	1
YPR135W	19.6862	26.8852	1
YPR137W	49.8724	123.37	1
YPR138C	8.5444	46.3948	1
YPR139C	37.1364	121.9342	1
YPR140W	11.3151	34.5419	1
YPR141C	14.862	29.6024	1
YPR143W	95.3103	198.1509	1
YPR144C	38.2334	62.0955	1
YPR145CA	12.9406	15.0833	0
YPR145W	334.2602	384.4869	1
YPR147C	37.1002	124.0513	1
YPR148C	64.8466	225.6511	1
YPR149W	652.7944	286.6503	1
YPR151C	0	1.6073	0
YPR152C	14.4331	54.0737	1
YPR153W	7.6177	9.3724	0
YPR155C	9.6807	48.5281	1
YPR157W	0.4399	8.6889	0
YPR158W	33.5968	45.2654	1
YPR159W	93.1413	99.4427	1
YPR160W	1.5211	4.0631	0
YPR161C	22.0169	52.6021	1
YPR162C	16.5779	37.6141	1
YPR163C	792.0848	568.33	1
YPR164W	5.123	15.7811	1
YPR165W	392.7993	722.187	1
YPR166C	139.6181	140.7633	1
YPR167C	12.0363	71.163	1
YPR168W	35.5196	63.9527	1
YPR169W	51.3727	172.416	1
YPR170WB	409.8074	580.0438	1
YPR171W	24.6282	22.535	1
YPR172W	68.161	25.1583	1
YPR173C	45.2797	162.3794	1
YPR174C	28.7057	54.8652	1
YPR175W	12.5384	36.5363	1
YPR176C	23.7746	165.9405	1
YPR178W	12.2239	48.0655	1
YPR179C	7.7451	45.646	1
YPR180W	36.6642	120.6233	1
YPR181C	121.9798	49.6996	1
YPR182W	72.1263	82.2414	1
YPR183W	279.606	72.0585	1
YPR184W	1.2515	4.6888	1
YPR185W	8.1769	16.6067	1
YPR186C	12.2882	47.5881	1
YPR187W	330.9964	450.2812	1
YPR188C	103.9283	189.3269	1
YPR189W	24.0176	32.9675	1
YPR190C	24.319	53.4537	1
YPR191W	66.9318	31.2419	1
YPR192W	0	2.8299	0
YPR193C	0.8718	7.6214	0
YPR194C	0.3129	9.9529	1
YPR198W	15.0161	62.6313	1
YPR199C	16.5043	77.6707	1
YPR200C	2.088	17.2387	0
YPR201W	1.3554	11.3548	0
