ORF	rpf	mRNA	reliable
YFR021W	11.7821	13.5733	1
YFR022W	1.7775	10.4498	1
YFR023W	0.3365	2.1792	0
YFR024CA	103.3245	173.6497	1
YFR025C	23.2726	108.663	1
YFR026C	0	16.4286	0
YFR027W	10.6984	20.5469	1
YFR028C	29.4731	111.1286	1
YFR029W	3.9437	7.9559	0
YFR030W	14.9834	23.5047	1
YFR031C	6.8631	39.5418	1
YFR032C	0.7094	20.9001	0
YFR032CA	7725.2156	6231.5718	1
YFR033C	52.7025	168.391	1
YFR034C	39.2215	67.0414	1
YFR035C	0	2.3086	0
YFR036W	30.6272	20.1867	0
YFR037C	81.1954	185.2167	1
YFR038W	15.6007	36.2429	1
YFR039C	18.9397	89.1117	1
YFR040W	18.5575	19.6881	1
YFR041C	43.7858	88.4352	1
YFR042W	21.4707	120.4948	1
YFR043C	19.582	46.7117	1
YFR044C	205.6174	93.9126	1
YFR045W	8.8076	31.3681	1
YFR046C	7.5804	27.6112	1
YFR047C	45.6391	90.6854	1
YFR048W	11.7022	41.4427	1
YFR049W	99.7857	63.7232	1
YFR050C	183.5912	237.6839	1
YFR051C	94.3717	39.1282	1
YFR052W	178.5126	212.3814	1
YFR053C	32.6227	7.8189	1
YFR055W	129.1435	400.546	1
YFR057W	0	0.8746	0
YGL001C	78.2021	208.4591	1
YGL002W	22.4185	139.2403	1
YGL003C	6.7801	28.6944	1
YGL004C	10.5063	40.82	1
YGL005C	20.08	116.0727	1
YGL006W	7.6062	19.4363	1
YGL006WA	0	1.7723	0
YGL007CA	0	18.0021	0
YGL008C	2063.5142	807.6251	1
YGL009C	647.966	356.8485	1
YGL010W	14.4761	58.1438	1
YGL011C	194.8074	129.4801	1
YGL012W	174.6219	362.4323	1
YGL013C	12.5935	15.7273	1
YGL014W	41.8709	25.5125	1
YGL015C	0	1.014	0
YGL016W	24.5038	37.8595	1
YGL017W	11.3035	78.4425	1
YGL018C	29.6139	19.4161	1
YGL019W	55.0487	145.1323	1
YGL020C	89.1541	173.758	1
YGL021W	16.6032	57.7593	1
YGL022W	81.176	89.9791	1
YGL023C	14.8973	23.8021	1
YGL025C	21.8944	30.3089	1
YGL026C	261.9525	102.8684	1
YGL027C	46.3591	53.5874	1
YGL028C	93.1697	135.9302	1
YGL029W	160.4304	309.463	1
YGL030W	4387.4678	5695.4717	1
YGL032C	87.5907	71.5261	1
YGL033W	1.933	2.5034	0
YGL035C	36.6978	21.3871	1
YGL036W	7.1698	19.4995	1
YGL037C	173.3487	307.3102	1
YGL038C	36.814	55.9933	1
YGL039W	53.2666	112.0689	1
YGL040C	102.1936	244.368	1
YGL041CB	0	8.6605	0
YGL041WA	36.1443	110.1103	1
YGL043W	131.6323	118.4017	1
YGL044C	40.868	94.6419	1
YGL045W	3.5397	18.7871	1
YGL047W	20.585	74.7336	1
YGL048C	168.4987	343.5831	1
YGL049C	65.3013	17.2787	1
YGL050W	27.525	71.6997	1
YGL054C	342.4968	968.3845	1
YGL055W	200.2768	328.1346	1
YGL056C	30.421	46.9745	1
YGL057C	17.3807	28.4452	1
YGL058W	170.5693	209.883	1
YGL059W	3.6271	29.8106	1
YGL060W	14.2235	25.6574	1
YGL061C	32.3376	69.8002	1
YGL063W	2.0341	13.8305	0
YGL064C	11.1155	23.9663	1
YGL065C	23.6965	34.2607	1
YGL066W	20.4517	24.6287	1
YGL067W	34.216	45.8707	1
YGL068W	163.3338	385.5341	1
YGL070C	220.6368	300.1396	1
YGL071W	16.3956	18.2417	1
YGL073W	15.0688	24.9541	1
YGL075C	8.1343	53.7611	1
YGL077C	58.7889	130.5203	1
YGL078C	146.0601	295.9562	1
YGL079W	11.8894	31.3022	1
YGL080W	114.8383	158.1903	1
YGL081W	4.7006	8.0939	0
YGL082W	41.1296	110.9526	1
YGL083W	13.1373	8.9489	1
YGL084C	27.6548	63.9447	1
YGL085W	7.9782	83.0637	1
YGL086W	19.1355	49.09	1
YGL087C	110.1049	63.0583	1
YGL089C	0.5649	2.1948	0
YGL090W	2.4391	16.9	0
YGL091C	27.9364	165.2404	1
YGL092W	46.9602	44.1957	1
YGL093W	13.0176	32.3373	1
YGL094C	8.0013	14.7066	1
YGL095C	20.4287	67.1422	1
YGL096W	2.4752	18.2722	0
YGL097W	77.7287	155.1391	1
YGL098W	26.1913	121.2464	1
YGL099W	101.3262	46.505	1
YGL100W	54.6827	184.0913	1
YGL101W	85.9641	284.6958	1
YGL103W	8122.7207	12708.317	1
YGL104C	5.0736	35.455	1
YGL105W	794.9028	255.2465	1
YGL106W	420.1288	471.8822	1
YGL107C	20.9052	56.8969	1
YGL108C	38.8117	108.383	1
YGL110C	16.038	77.0363	1
YGL111W	58.7204	113.9286	1
YGL112C	38.3696	100.9747	1
YGL113W	3.0789	37.682	1
YGL114W	8.2286	59.7144	1
YGL115W	64.3405	231.8299	1
YGL116W	19.4389	32.5239	1
YGL117W	5.1547	48.5662	1
YGL119W	20.7828	97.2148	1
YGL120C	92.9004	100.3971	1
YGL121C	2.1534	13.0727	0
YGL123W	4982.6288	6652.6151	1
YGL124C	5.2159	88.7115	1
YGL125W	11.5373	8.0997	1
YGL126W	14.226	111.5932	1
YGL127C	40.0622	36.8378	1
YGL128C	9.416	15.7123	0
YGL129C	28.9139	54.6695	1
YGL130W	29.6897	114.9179	1
YGL131C	2.2507	9.5527	1
YGL133W	8.5798	18.0388	1
YGL134W	3.4786	78.3276	1
YGL136C	4.487	77.6188	1
YGL137W	164.1413	133.0876	1
YGL138C	0	3.2737	0
YGL139W	25.3992	31.3991	1
YGL140C	10.6415	27.126	1
YGL141W	10.3282	27.0204	1
YGL142C	11.461	36.8554	1
YGL143C	9.9447	46.3655	1
YGL144C	4.0036	35.4853	1
YGL145W	15.4542	61.469	1
YGL146C	1.3189	5.3378	0
YGL148W	302.0922	423.8788	1
YGL150C	13.6013	20.0183	1
YGL151W	14.9139	27.2645	1
YGL153W	34.2976	68.7708	1
YGL154C	4.5205	23.662	0
YGL155W	13.8307	88.7353	1
YGL156W	1.2039	5.7238	0
YGL157W	75.2997	79.2668	1
YGL158W	0	4.1588	0
YGL159W	16.6429	99.3282	1
YGL160W	13.9462	43.4411	1
YGL161C	43.2221	223.8345	1
YGL162W	7.0862	12.2118	0
YGL163C	7.7922	18.6991	1
YGL164C	20.0741	40.6592	1
YGL166W	24.8637	162.8691	1
YGL167C	42.8262	38.5815	1
YGL169W	24.4275	73.9902	1
YGL170C	0	2.2539	0
YGL171W	68.2835	83.9093	1
YGL172W	62.9734	171.9445	1
YGL173C	119.965	35.4809	1
YGL174W	23.8797	24.6912	1
YGL175C	3.1721	5.5845	0
YGL176C	2.8448	22.1057	1
YGL178W	12.0671	9.8456	1
YGL179C	5.7512	18.6605	1
YGL180W	6.5772	2.2286	0
YGL181W	45.1088	57.7485	1
YGL183C	0.3207	6.8523	0
YGL184C	6.0383	4.1485	0
YGL185C	14.805	44.018	1
YGL186C	44.0308	203.0322	1
YGL187C	153.1048	227.1181	1
YGL190C	35.9492	89.3195	1
YGL191W	190.4074	253.9176	1
YGL192W	0	2.2191	0
YGL193C	0	35.7175	0
YGL194C	16.8161	32.6676	1
YGL194CA	38.7127	137.3301	1
YGL195W	83.8783	33.5827	1
YGL196W	28.3127	111.2455	1
YGL197W	8.1256	10.2244	1
YGL198W	51.692	123.8308	1
YGL200C	234.7308	422.7261	1
YGL201C	21.6577	26.4759	1
YGL202W	241.9444	159.8192	1
YGL203C	39.2244	49.5201	1
YGL205W	0.275	0.6233	0
YGL206C	197.5059	30.3799	1
YGL207W	132.4636	63.1729	1
YGL208W	8.9073	28.0382	1
YGL209W	17.018	19.8359	1
YGL210W	47.3216	96.7041	1
YGL211W	17.3411	139.0065	1
YGL212W	23.1501	46.8635	1
YGL213C	49.8228	85.5682	1
YGL215W	19.8461	48.56	1
YGL216W	9.3721	17.048	1
YGL219C	17.9034	26.6644	1
YGL220W	135.575	273.7979	1
YGL221C	110.3302	233.6903	1
YGL222C	74.3051	21.9167	1
YGL223C	22.1618	81.1616	1
YGL224C	20.4967	92.1967	1
YGL225W	289.3924	209.5376	1
YGL226CA	233.2279	196.9898	1
YGL226W	27.5651	39.6262	0
YGL227W	5.5862	12.6605	1
YGL228W	79.8143	97.137	1
YGL229C	2.0962	7.5744	0
YGL230C	0.9246	2.6943	0
YGL231C	144.8688	289.7863	1
YGL232W	102.9726	199.8034	1
YGL233W	14.0976	37.3452	1
YGL234W	330.2755	301.0325	1
YGL235W	0	0.3716	0
YGL236C	2.4595	17.1208	1
YGL237C	15.2063	17.7742	1
YGL238W	54.3876	93.6459	1
YGL240W	4.9157	12.2021	0
YGL241W	13.9417	38.3685	1
YGL242C	117.7674	153.4939	1
YGL243W	5.8177	108.3635	1
YGL244W	94.4359	111.7664	1
YGL245W	743.7841	167.8192	1
YGL246C	35.1897	201.1318	1
YGL247W	15.2219	106.521	1
YGL248W	10.3835	52.9499	1
YGL249W	0.3896	2.9327	0
YGL250W	8.4967	26.4096	0
YGL251C	0.8719	10.1068	1
YGL252C	25.8754	76.5317	1
YGL253W	1391.868	396.4393	1
YGL254W	20.8016	33.9709	1
YGL255W	15.2866	121.083	1
YGL256W	13.9913	113.7265	1
YGL257C	8.3506	129.6586	1
YGL258W	0	4.5005	0
YGL258WA	0	3.3945	0
YGL262W	0	1.5115	0
YGL263W	1.9808	21.1642	1
YGR001C	124.9882	107.3193	1
YGR002C	20.2878	62.7513	1
YGR003W	11.4292	47.0915	1
YGR004W	11.7101	53.4157	1
YGR005C	60.2306	91.2447	1
YGR006W	19.041	20.8728	1
YGR007W	55.463	134.2693	1
YGR008C	102.6924	149.6203	1
YGR009C	50.4411	53.4948	1
YGR010W	19.9256	33.3227	1
YGR012W	21.2456	58.6949	1
YGR013W	14.704	33.182	1
YGR014W	55.5543	20.982	1
YGR015C	4.5866	18.8325	0
YGR016W	16.1364	43.8859	1
YGR017W	47.6347	99.6895	1
YGR019W	25.1554	61.2965	1
YGR020C	457.7467	529.4125	1
YGR021W	10.3683	57.6786	1
YGR023W	2.4872	7.2475	0
YGR024C	31.3888	306.0037	1
YGR026W	108.1314	121.7393	1
YGR027C	6831.7466	5485.8978	1
YGR028W	14.9301	111.426	1
YGR029W	49.9621	147.398	1
YGR030C	60.6939	71.4962	1
YGR031W	29.3981	116.5507	1
YGR032W	8.1533	11.052	1
YGR033C	51.6895	333.1411	1
YGR034W	5208.6098	7366.4452	1
YGR035C	73.0124	136.7303	1
YGR035WA	0	0.8941	0
YGR036C	21.7039	77.3908	1
YGR037C	1347.967	420.8745	1
YGR038W	70.9824	71.9311	1
YGR040W	14.316	60.3167	1
YGR041W	16.2845	29.6881	1
YGR042W	11.5949	100.871	1
YGR043C	1.6429	14.7612	0
YGR044C	28.251	76.7898	1
YGR046W	13.3311	79.4186	1
YGR047C	11.1796	32.3818	1
YGR048W	41.8817	92.7735	1
YGR049W	41.1645	18.0458	1
YGR052W	5.748	5.9434	0
YGR053C	1.4486	14.7742	0
YGR054W	124.9295	47.3976	1
YGR055W	106.7349	60.5342	1
YGR056W	15.4511	14.0026	1
YGR057C	7.3336	87.9448	1
YGR058W	24.7016	18.441	1
YGR059W	0.1338	4.2888	0
YGR060W	377.4196	311.7984	1
YGR061C	178.6381	138.1633	1
YGR062C	3.029	76.0743	1
YGR063C	133.9221	216.3721	1
YGR065C	14.5625	78.807	1
YGR066C	0	2.0459	0
YGR067C	0.7774	1.0907	0
YGR068C	5.6137	8.179	0
YGR070W	2.8522	10.8505	1
YGR071C	8.5346	26.1866	1
YGR072W	21.7504	85.1933	1
YGR074W	106.1188	206.6022	1
YGR075C	12.9748	73.1503	1
YGR076C	47.6483	74.0505	1
YGR077C	6.6324	35.4886	1
YGR078C	127.0687	57.2209	1
YGR079W	45.4906	106.1537	1
YGR080W	37.9005	48.0175	1
YGR081C	135.7263	328.3216	1
YGR082W	151.1046	126.1648	1
YGR083C	80.137	81.623	1
YGR084C	37.3235	134.0379	1
YGR086C	558.8435	220.0652	1
YGR088W	1.707	17.5283	1
YGR089W	12.0209	30.4005	1
YGR090W	39.6727	73.8897	1
YGR091W	12.618	36.0949	1
YGR092W	24.5603	74.1278	1
YGR093W	23.6453	93.5745	1
YGR094W	320.2519	181.4955	1
YGR095C	43.44	114.1021	1
YGR096W	3.0482	12.0544	0
YGR097W	9.5817	14.3094	1
YGR098C	4.2122	11.6195	1
YGR099W	8.7697	53.8191	1
YGR100W	11.0496	34.3025	1
YGR101W	21.3501	113.4816	1
YGR102C	34.9848	39.4039	1
YGR103W	222.1608	449.2938	1
YGR104C	18.0358	78.0762	1
YGR105W	228.9025	284.2858	1
YGR106C	259.5379	777.3096	1
YGR108W	28.3543	256.2026	1
YGR109C	21.7892	15.9169	1
YGR110W	1.231	3.587	0
YGR111W	38.3285	79.4444	1
YGR112W	7.213	36.2269	1
YGR113W	22.9318	98.0059	1
YGR116W	91.5966	48.6207	1
YGR117C	22.8777	134.1675	1
YGR119C	69.4045	183.0505	1
YGR120C	17.7253	63.2974	1
YGR121C	1.3922	15.5512	0
YGR121WA	0	15.6176	0
YGR122W	13.4507	40.8484	1
YGR123C	102.2923	65.6335	1
YGR124W	383.3808	411.2521	1
YGR125W	13.3131	23.2247	1
YGR126W	12.7569	5.1869	0
YGR127W	7.4499	18.3034	0
YGR128C	60.2982	117.2307	1
YGR129W	25.6941	57.617	1
YGR130C	65.731	30.9431	1
YGR131W	2.7387	26.9818	0
YGR132C	121.6646	316.5979	1
YGR133W	18.2368	19.5212	0
YGR134W	5.3825	23.3484	1
YGR135W	215.9802	516.2365	1
YGR136W	170.5008	108.9397	1
YGR140W	9.0427	16.3118	1
YGR141W	16.5712	63.6714	1
YGR142W	44.7434	51.2439	1
YGR143W	11.5636	35.078	1
YGR144W	1.0488	9.7794	0
YGR145W	74.6773	77.0571	1
YGR146C	37.4885	43.3192	1
YGR146CA	2.5145	7.3271	0
YGR147C	46.5048	270.334	1
YGR149W	10.1429	45.4116	1
YGR150C	4.7637	41.6432	1
YGR152C	70.8218	198.3215	1
YGR153W	7.5434	34.4982	1
YGR154C	0.1922	43.8622	1
YGR155W	603.0227	421.807	1
YGR156W	26.901	19.7144	1
YGR157W	69.2289	70.2336	1
YGR158C	76.7398	114.8586	1
YGR159C	561.3512	564.8438	1
YGR161C	34.7973	77.4355	1
YGR161WC	12.4739	43.4756	0
YGR162W	277.4624	164.5025	1
YGR163W	32.2919	47.9253	1
YGR165W	40.2461	181.016	1
YGR166W	8.3209	25.9107	1
YGR167W	371.6638	151.9116	1
YGR168C	3.8216	84.4929	1
YGR169C	6.6075	26.8237	1
YGR169CA	250.2127	230.2071	1
YGR170W	5.5482	25.1293	1
YGR171C	5.84	24.3106	1
YGR172C	114.2425	100.805	1
YGR173W	100.3976	170.6564	1
YGR174C	18.8171	32.6659	1
YGR174WA	2.3167	11.2513	0
YGR175C	355.3377	313.7566	1
YGR177C	24.973	45.5279	1
YGR178C	97.9175	112.913	1
YGR179C	16.3533	63.2096	1
YGR180C	734.9377	468.5233	1
YGR181W	181.058	107.0209	1
YGR183C	100.8523	306.9402	1
YGR184C	17.4317	14.8452	1
YGR185C	317.5315	188.2938	1
YGR186W	54.1124	60.9881	1
YGR187C	112.0393	167.5409	1
YGR188C	2.6882	16.2542	1
YGR189C	191.1891	137.8025	1
YGR191W	62.4017	73.1979	1
YGR193C	86.4817	51.7304	1
YGR194C	4.7977	24.2991	1
YGR195W	84.6394	80.3248	1
YGR196C	18.7214	42.8108	1
YGR197C	5.6369	22.7528	1
YGR198W	14.8596	56.1025	1
YGR199W	21.7752	64.4173	1
YGR200C	46.2158	136.5306	1
YGR201C	2.4257	49.4792	1
YGR202C	32.7768	88.9231	1
YGR203W	26.1752	20.5179	0
YGR204CA	0	15.5384	0
YGR204W	249.1215	108.4842	1
YGR205W	32.283	25.1772	1
YGR206W	51.5468	106.6389	1
YGR207C	145.4822	228.4841	1
YGR208W	105.527	329.2041	1
YGR209C	1270.2941	1004.5239	1
YGR210C	62.6222	89.2978	1
YGR211W	172.9265	145.5162	1
YGR212W	4.2437	20.4679	1
YGR213C	0.647	6.4942	0
YGR214W	2302.7921	2565.222	1
YGR215W	106.4787	149.4575	1
YGR216C	7.6532	67.9966	1
YGR217W	4.8499	8.7345	1
YGR218W	82.2975	62.8428	1
YGR220C	39.6123	102.6029	1
YGR221C	3.9673	7.4928	0
YGR222W	13.7614	128.6822	1
YGR223C	8.865	39.9358	1
YGR224W	0.1118	0.8689	0
YGR225W	0.5841	1.8155	0
YGR227W	26.4911	26.9988	1
YGR229C	92.6485	189.3371	1
YGR230W	9.4172	47.1797	0
YGR231C	94.3829	160.6468	1
YGR232W	72.4198	81.6788	1
YGR233C	19.1097	33.3317	1
YGR234W	561.954	641.4735	1
YGR235C	63.5548	176.6613	1
YGR236C	0	3.453	0
YGR237C	12.4062	16.8026	1
YGR238C	4.0444	6.8747	1
YGR239C	12.1007	31.804	1
YGR240C	605.0748	140.1776	1
YGR241C	21.8372	23.5546	1
YGR243W	7.9124	36.6188	0
YGR244C	52.4286	47.9659	1
YGR245C	67.1494	108.3003	1
YGR246C	22.6541	65.0077	1
YGR247W	15.7068	77.9456	1
YGR248W	2.41	7.2827	0
YGR249W	0.3003	1.1669	0
YGR250C	14.6649	31.9004	1
YGR251W	58.7616	115.8409	1
YGR252W	18.7159	64.3843	1
YGR253C	312.5638	409.4754	1
YGR255C	13.5837	41.3879	1
YGR256W	1.8099	1.4875	0
YGR257C	8.7858	93.8723	1
YGR258C	4.1264	17.0665	1
YGR260W	54.6582	171.7338	1
YGR261C	28.4016	71.0673	1
YGR262C	34.8006	149.4423	1
YGR263C	7.2658	41.0897	1
YGR264C	235.9554	323.4702	1
YGR266W	24.6485	45.983	1
YGR267C	130.3417	319.782	1
YGR268C	23.0627	19.392	0
YGR270W	15.7801	20.211	1
YGR271CA	102.8006	328.5729	1
YGR271W	8.693	10.6478	1
YGR273C	0.3912	0.76	0
YGR274C	10.3641	39.767	1
YGR275W	144.6774	98.8743	1
YGR276C	27.632	113.6164	1
YGR277C	28.911	132.7897	1
YGR278W	8.6703	33.9172	1
YGR279C	818.0111	134.4912	1
YGR280C	104.1018	79.5706	1
YGR281W	14.2695	23.8377	1
YGR282C	700.2495	473.9512	1
YGR283C	23.2662	166.5695	1
YGR284C	146.2053	219.5506	1
YGR285C	931.0039	301.4846	1
YGR286C	39.5952	157.2055	1
YGR288W	2.1719	19.2678	1
YGR289C	0	4.2151	0
YHL002W	40.9041	90.3509	1
YHL003C	82.7746	387.9279	1
YHL004W	38.0412	38.6373	1
YHL006C	2.2658	28.6104	0
YHL007C	34.2671	29.8068	1
YHL008C	6.3409	16.8841	1
YHL009C	21.5512	24.7574	1
YHL010C	6.0919	12.2895	1
YHL011C	185.4615	315.4559	1
YHL012W	0.4168	6.3429	0
YHL013C	69.4712	165.236	1
YHL014C	6.4222	52.8589	1
YHL015W	6568.8493	9709.9758	1
YHL015WA	2.3975	4.6575	0
YHL016C	0.6531	21.9303	1
YHL017W	23.0528	80.4344	1
YHL018W	19.7714	8.7791	0
YHL019C	6.3442	30.3711	1
YHL020C	23.7191	138.2328	1
YHL021C	31.6644	45.7767	1
YHL022C	1.2038	2.5055	0
YHL023C	5.8688	12.7388	1
YHL025W	25.7476	267.6976	1
YHL026C	2.8215	21.9246	0
YHL027W	29.7216	60.7211	1
YHL028W	4.4183	13.2048	1
YHL029C	11.208	32.2673	1
YHL030W	23.1956	13.6753	1
YHL031C	46.8051	35.3598	1
YHL032C	1.3539	14.9359	1
YHL034C	611.1225	111.313	1
YHL035C	0.9919	8.713	1
YHL036W	2.5099	9.6297	0
YHL038C	8.4869	26.4212	1
YHL039W	35.1455	57.2371	1
YHL040C	8.8553	27.9278	1
YHL042W	3.6253	8.8032	0
YHL043W	0	1.9444	0
YHL044W	4.0657	26.7971	0
YHL047C	6.7796	41.6016	1
YHR001W	45.9064	130.1166	1
YHR001WA	85.5154	59.9896	1
YHR002W	5.9403	50.0683	1
YHR003C	26.9703	142.2992	1
YHR004C	8.751	64.5705	1
YHR005C	48.1732	258.7623	1
YHR005CA	355.7452	528.89	1
YHR006W	25.5834	84.1442	1
YHR007C	262.8076	365.5139	1
YHR007CA	0	13.7803	0
YHR008C	178.6564	91.0332	1
YHR009C	26.0681	100.0093	1
YHR010W	6124.9056	8272.6987	1
YHR011W	9.5187	16.7018	1
YHR012W	55.0162	171.6282	1
YHR013C	134.4947	51.2521	1
YHR014W	0.2348	4.1058	0
YHR015W	2.2887	11.9234	1
YHR016C	26.1071	70.7439	1
YHR017W	14.042	103.4168	1
YHR018C	66.2638	197.1123	1
YHR019C	534.3299	273.9187	1
YHR020W	358.1615	284.4864	1
YHR021C	5816.7845	6290.4717	1
YHR021WA	4.9521	29.2976	0
YHR022C	1.8672	40.4173	1
YHR022CA	0	32.6532	0
YHR023W	18.3072	19.5464	1
YHR024C	29.1305	68.0459	1
YHR025W	167.0958	87.1076	1
YHR026W	274.7026	309.428	1
YHR027C	134.8784	114.5664	1
YHR028C	26.9997	60.6765	1
YHR029C	50.4426	72.7034	1
YHR030C	33.3975	88.7964	1
YHR031C	5.8802	31.8742	1
YHR032W	30.0788	86.7315	1
YHR033W	0	10.218	0
YHR034C	15.9064	38.2392	1
YHR035W	2.0673	11.3083	0
YHR036W	16.7218	54.9409	1
YHR037W	48.6268	27.552	1
YHR038W	35.304	30.8334	1
YHR039C	39.1723	56.5562	1
YHR039CA	1200.6622	371.8484	1
YHR040W	15.8893	66.6366	1
YHR041C	25.4387	55.9204	1
YHR042W	85.6301	46.2613	1
YHR045W	16.7642	122.5409	1
YHR046C	39.1524	113.188	1
YHR047C	64.3483	78.7704	1
YHR048W	2.3991	23.9499	1
YHR049W	166.0171	274.2158	1
YHR050W	21.4674	50.6744	1
YHR050WA	17.8775	165.5436	1
YHR051W	198.3804	303.7548	1
YHR052W	183.0751	410.4448	1
YHR057C	42.9002	113.3804	1
YHR058C	24.3254	90.2354	1
YHR059W	58.4632	79.6022	1
YHR060W	57.9431	119.506	1
YHR061C	28.3044	13.9578	1
YHR062C	36.3859	68.4191	1
YHR063C	74.7473	192.206	1
YHR064C	660.9701	503.2184	1
YHR065C	83.9515	131.2134	1
YHR067W	4.1481	48.824	1
YHR068W	292.1277	264.855	1
YHR069C	42.6857	262.6501	1
YHR070W	25.2586	42.1347	1
YHR071W	14.5999	42.833	1
YHR072W	16.7914	104.5101	1
YHR072WA	1245.1853	1569.7376	1
YHR073W	13.8468	52.9957	1
YHR074W	37.4536	60.7255	1
YHR075C	6.1599	20.9414	1
YHR076W	47.5347	129.4375	1
YHR077C	16.1628	40.6949	1
YHR078W	7.0757	54.017	1
YHR079C	5.5394	16.1414	1
YHR079CA	2.3883	1.5465	0
YHR080C	1.429	15.1692	1
YHR081W	89.5821	207.1046	1
YHR082C	22.4725	25.3904	1
YHR083W	19.5379	38.7625	1
YHR084W	29.8966	26.9096	1
YHR085W	37.2652	215.1891	1
YHR086W	22.9242	22.9029	1
YHR087W	30.501	31.4038	0
YHR088W	113.5187	171.4697	1
YHR089C	399.0716	554.9501	1
YHR090C	16.9602	102.6076	1
YHR091C	2.9851	22.4712	1
YHR094C	77.6658	62.3591	1
YHR097C	17.3091	17.1821	1
YHR098C	46.3035	37.4436	1
YHR099W	12.8993	7.3608	1
YHR101C	12.4836	33.3452	1
YHR102W	12.5809	14.6887	1
YHR103W	21.3352	62.8737	1
YHR104W	79.8818	41.6389	1
YHR105W	12.1099	24.1442	0
YHR106W	9.1994	60.2179	1
YHR107C	100.2345	62.2382	1
YHR108W	126.4067	53.0268	1
YHR109W	5.6233	13.5412	1
YHR110W	25.0898	111.8529	1
YHR111W	29.0996	86.7598	1
YHR112C	21.3609	37.4523	1
YHR113W	37.0438	68.8396	1
YHR114W	31.5128	22.8252	1
YHR115C	26.3287	48.1103	1
YHR116W	17.5574	27.5485	0
YHR117W	32.9341	34.1777	1
YHR118C	14.3229	33.7865	1
YHR119W	9.531	28.822	1
YHR120W	6.0812	41.2776	1
YHR121W	105.2792	261.841	1
YHR122W	54.9438	187.0745	1
YHR123W	39.8498	88.2998	1
YHR124W	0.2187	2.0176	0
YHR126C	0.8555	2.493	0
YHR127W	82.5872	71.7599	1
YHR128W	377.6411	234.3164	1
YHR129C	8.3758	35.4848	1
YHR131C	3.7122	23.829	1
YHR132C	71.648	114.2871	1
YHR132WA	88.0698	194.2346	1
YHR133C	116.4792	455.0623	1
YHR134W	6.0942	96.1902	1
YHR135C	68.5167	58.6346	1
YHR136C	140.0602	431.3229	1
YHR137W	50.0778	259.421	1
YHR138C	31.4925	46.1725	1
YHR139C	0	2.2411	0
YHR140W	2.8558	14.9789	0
YHR142W	38.5113	167.9099	1
YHR143W	318.7483	239.3058	1
YHR143WA	299.2109	489.0388	1
YHR144C	31.1143	108.7561	1
YHR146W	206.4816	130.3205	1
YHR147C	52.9012	179.5338	1
YHR148W	115.3754	144.2399	1
YHR149C	14.3873	31.3976	1
YHR150W	4.0243	28.6269	1
YHR151C	8.7268	29.731	1
YHR152W	114.1111	108.9271	1
YHR153C	8.2612	32.4315	0
YHR154W	26.2303	27.9697	1
YHR155W	5.8687	15.0924	1
YHR156C	9.6556	47.8701	1
YHR157W	0.7484	19.264	0
YHR158C	24.1151	21.7053	1
YHR159W	7.3396	24.9516	1
YHR160C	0.2414	1.6416	0
YHR161C	13.6669	58.744	1
YHR162W	368.1911	1899.0173	1
YHR163W	81.7071	186.957	1
YHR164C	4.8265	10.6906	1
YHR165C	10.1329	15.1504	1
YHR166C	7.9934	47.2232	1
YHR167W	23.8109	127.8392	1
YHR168W	6.0401	26.9342	1
YHR169W	38.1239	149.3561	1
YHR170W	92.1824	303.6853	1
YHR171W	3.6994	21.5597	1
YHR172W	8.2508	15.2998	1
YHR175W	37.849	69.6754	1
YHR176W	2.0603	10.4678	0
YHR177W	1.0581	0.881	0
YHR178W	2.492	14.3436	1
YHR179W	682.2138	304.1491	1
YHR181W	61.9459	153.7655	1
YHR182W	4.3684	12.7292	1
YHR183W	689.0176	325.7158	1
YHR184W	3.0004	11.8905	0
YHR185C	1.1519	2.5174	0
YHR186C	8.5103	12.849	1
YHR187W	25.2203	138.1712	1
YHR188C	27.7538	38.7449	1
YHR189W	3.5859	5.9211	0
YHR190W	162.2354	115.6401	1
YHR191C	57.6711	118.4783	1
YHR192W	36.1257	85.9336	1
YHR193C	2266.4922	790.8314	1
YHR194W	2.7223	22.0737	1
YHR195W	14.2712	141.3083	1
YHR196W	55.0627	343.1267	1
YHR197W	36.6714	112.0097	1
YHR198C	15.3362	48.4131	1
YHR199C	21.611	57.6187	1
YHR199CA	19.11	31.2621	0
YHR200W	190.6402	185.1721	1
YHR201C	78.6131	269.5983	1
YHR202W	3.6433	17.141	1
YHR204W	5.3421	64.5259	1
YHR205W	33.7957	17.8685	1
YHR206W	33.5013	22.0504	1
YHR207C	31.2602	90.5846	1
YHR208W	494.7443	311.5734	1
YHR209W	8.689	27.8284	1
YHR210C	1.6046	26.6901	1
YIL001W	7.8789	37.4863	1
YIL002C	5.802	26.4166	1
YIL002WA	234.3918	246.5625	1
YIL003W	22.1581	99.91	1
YIL004C	73.5667	173.5375	1
YIL005W	29.3435	21.3764	1
YIL006W	3.3019	7.6617	0
YIL007C	17.6732	74.9894	1
YIL008W	234.1793	240.7255	1
YIL009CA	22.2167	132.8844	1
YIL009W	23.8098	45.4861	1
YIL010W	92.3083	30.8112	1
YIL011W	18.0287	10.3589	0
YIL013C	0.4379	3.686	0
YIL014CA	14.9599	16.4262	0
YIL014W	13.2743	98.7098	1
YIL015W	100.7584	153.8904	1
YIL016W	61.1717	144.5955	1
